institute_id,name,country,region,parent_institution,parent_ror,organization_type,china_focus_area,funding_source_if_available,official_url,source_url,year_established,confucius_institute_on_campus,joint_chinese_center,chinese_funding_presence,policy_vs_academic_orientation,publication_indexed_share,china_coauthorship_share,policy_output_share,notes,country_iso2,parent_institution_normalized,institute_type_category,confucius_institute_present,confucius_institute_closed,ci_closure_year,ci_partner_university,china_funding_present,china_funding_type,china_university_partner,director_name,director_start_year,director_end_year,director_background_type,director_security_policy_background,director_china_academic_background,director_prior_affiliation_china,director_change_year,director_change_post_ci_closure,disciplinary_orientation_primary,disciplinary_orientation_secondary,discipline_history_share,discipline_politics_share,discipline_economics_share,discipline_law_share,discipline_society_culture_share,discipline_science_technology_share,discipline_security_strategy_share,discipline_interdisciplinary_share,discipline_detection_method,publication_count,topic_security_share,topic_economy_share,topic_governance_share,topic_cooperation_share,hawkishness_score,engagement_score,risk_framing_score,sensitive_topic_share_x,sensitive_topic_index,sensitive_topic_avoidance_score,sensitive_topic_count,tiananmen_topic_share,falun_gong_topic_share,xinjiang_topic_share,tibet_topic_share,hongkong_democracy_topic_share,human_rights_topic_share,tiananmen_topic_count,falun_gong_topic_count,xinjiang_topic_count,tibet_topic_count,hongkong_topic_count,human_rights_topic_count,sensitive_topic_detection_method,parent_institution_original,parent_institution_effective,chinese_partner_inferred,openalex_parent_institution_id,resolved_publications_url,resolved_people_url,resolved_reports_url,ci_match_method,ci_match_confidence,year,total_docs,indexed_docs,grey_docs,policy_docs,indexed_share,grey_share,policy_share,topic_domestic_politics_docs,topic_environment_climate_docs,topic_health_science_docs,topic_history_culture_docs,topic_hong_kong_docs,topic_ir_foreign_policy_docs,topic_law_institutions_docs,topic_media_information_docs,topic_regional_global_south_docs,topic_security_military_docs,topic_society_demographics_docs,topic_taiwan_strait_docs,topic_technology_cyber_docs,topic_trade_economics_docs,topic_unclassified_docs,topic_xinjiang_tibet_docs,topic_domestic_politics_share,topic_environment_climate_share,topic_health_science_share,topic_history_culture_share,topic_hong_kong_share,topic_ir_foreign_policy_share,topic_law_institutions_share,topic_media_information_share,topic_regional_global_south_share,topic_security_military_share,topic_society_demographics_share,topic_taiwan_strait_share,topic_technology_cyber_share,topic_trade_economics_share,topic_unclassified_share,topic_xinjiang_tibet_share,sensitive_docs,sensitive_topic_share_y,pre_post_ci_closure
china_institute_birmingham,China Institute,United Kingdom,Europe,University of Birmingham,https://ror.org/01ej9dk98,University institute,"Chinese interests, funding, research, academic engagement",University + external engagement support,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,,,,,,,,,University of Birmingham China hub.,GB,University of Birmingham,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Birmingham,University of Birmingham,,,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute/china-engaged-staff,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,,,2009,35,35,0,0,1.0,0.0,0.0,0,0,1,2,0,2,0,0,0,7,1,0,0,2,20,0,0.0,0.0,0.0286,0.0571,0.0,0.0571,0.0,0.0,0.0,0.2,0.0286,0.0,0.0,0.0571,0.5714,0.0,0,0.0,
china_institute_birmingham,China Institute,United Kingdom,Europe,University of Birmingham,https://ror.org/01ej9dk98,University institute,"Chinese interests, funding, research, academic engagement",University + external engagement support,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,,,,,,,,,University of Birmingham China hub.,GB,University of Birmingham,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Birmingham,University of Birmingham,,,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute/china-engaged-staff,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,,,2010,49,49,0,0,1.0,0.0,0.0,0,1,1,4,0,2,0,0,0,8,0,0,0,4,29,0,0.0,0.0204,0.0204,0.0816,0.0,0.0408,0.0,0.0,0.0,0.1633,0.0,0.0,0.0,0.0816,0.5918,0.0,0,0.0,
china_institute_birmingham,China Institute,United Kingdom,Europe,University of Birmingham,https://ror.org/01ej9dk98,University institute,"Chinese interests, funding, research, academic engagement",University + external engagement support,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,,,,,,,,,University of Birmingham China hub.,GB,University of Birmingham,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Birmingham,University of Birmingham,,,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute/china-engaged-staff,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,,,2011,43,43,0,0,1.0,0.0,0.0,0,2,0,0,0,0,0,0,1,7,0,0,1,2,28,2,0.0,0.0465,0.0,0.0,0.0,0.0,0.0,0.0,0.0233,0.1628,0.0,0.0,0.0233,0.0465,0.6512,0.0465,3,0.0698,
china_institute_birmingham,China Institute,United Kingdom,Europe,University of Birmingham,https://ror.org/01ej9dk98,University institute,"Chinese interests, funding, research, academic engagement",University + external engagement support,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,,,,,,,,,University of Birmingham China hub.,GB,University of Birmingham,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Birmingham,University of Birmingham,,,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute/china-engaged-staff,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,,,2012,41,41,0,0,1.0,0.0,0.0,0,3,0,7,0,0,0,0,0,2,0,0,1,3,25,0,0.0,0.0732,0.0,0.1707,0.0,0.0,0.0,0.0,0.0,0.0488,0.0,0.0,0.0244,0.0732,0.6098,0.0,0,0.0,
china_institute_birmingham,China Institute,United Kingdom,Europe,University of Birmingham,https://ror.org/01ej9dk98,University institute,"Chinese interests, funding, research, academic engagement",University + external engagement support,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,,,,,,,,,University of Birmingham China hub.,GB,University of Birmingham,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Birmingham,University of Birmingham,,,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute/china-engaged-staff,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,,,2013,42,42,0,0,1.0,0.0,0.0,1,1,0,1,1,0,0,0,0,10,0,0,1,0,27,0,0.0238,0.0238,0.0,0.0238,0.0238,0.0,0.0,0.0,0.0,0.2381,0.0,0.0,0.0238,0.0,0.6429,0.0,0,0.0,
china_institute_birmingham,China Institute,United Kingdom,Europe,University of Birmingham,https://ror.org/01ej9dk98,University institute,"Chinese interests, funding, research, academic engagement",University + external engagement support,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,,,,,,,,,University of Birmingham China hub.,GB,University of Birmingham,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Birmingham,University of Birmingham,,,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute/china-engaged-staff,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,,,2014,21,21,0,0,1.0,0.0,0.0,0,0,1,1,2,0,0,0,0,0,0,0,2,1,14,0,0.0,0.0,0.0476,0.0476,0.0952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0952,0.0476,0.6667,0.0,0,0.0,
china_institute_birmingham,China Institute,United Kingdom,Europe,University of Birmingham,https://ror.org/01ej9dk98,University institute,"Chinese interests, funding, research, academic engagement",University + external engagement support,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,,,,,,,,,University of Birmingham China hub.,GB,University of Birmingham,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Birmingham,University of Birmingham,,,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute/china-engaged-staff,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,,,2015,30,30,0,0,1.0,0.0,0.0,3,2,0,2,2,0,0,0,0,5,0,0,0,1,14,1,0.1,0.0667,0.0,0.0667,0.0667,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,0.0,0.0333,0.4667,0.0333,1,0.0333,
china_institute_birmingham,China Institute,United Kingdom,Europe,University of Birmingham,https://ror.org/01ej9dk98,University institute,"Chinese interests, funding, research, academic engagement",University + external engagement support,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,,,,,,,,,University of Birmingham China hub.,GB,University of Birmingham,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Birmingham,University of Birmingham,,,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute/china-engaged-staff,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,,,2016,17,17,0,0,1.0,0.0,0.0,0,2,0,2,0,1,0,0,2,1,1,0,0,0,8,0,0.0,0.1176,0.0,0.1176,0.0,0.0588,0.0,0.0,0.1176,0.0588,0.0588,0.0,0.0,0.0,0.4706,0.0,1,0.0588,
china_institute_birmingham,China Institute,United Kingdom,Europe,University of Birmingham,https://ror.org/01ej9dk98,University institute,"Chinese interests, funding, research, academic engagement",University + external engagement support,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,,,,,,,,,University of Birmingham China hub.,GB,University of Birmingham,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Birmingham,University of Birmingham,,,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute/china-engaged-staff,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,,,2017,21,21,0,0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,6,0,1,3,0,7,3,0.0,0.0,0.0,0.0,0.0,0.0476,0.0,0.0,0.0,0.2857,0.0,0.0476,0.1429,0.0,0.3333,0.1429,2,0.0952,
china_institute_birmingham,China Institute,United Kingdom,Europe,University of Birmingham,https://ror.org/01ej9dk98,University institute,"Chinese interests, funding, research, academic engagement",University + external engagement support,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,,,,,,,,,University of Birmingham China hub.,GB,University of Birmingham,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Birmingham,University of Birmingham,,,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute/china-engaged-staff,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,,,2018,23,23,0,0,1.0,0.0,0.0,0,1,2,4,0,1,0,0,0,3,1,0,1,0,10,0,0.0,0.0435,0.087,0.1739,0.0,0.0435,0.0,0.0,0.0,0.1304,0.0435,0.0,0.0435,0.0,0.4348,0.0,0,0.0,
china_institute_birmingham,China Institute,United Kingdom,Europe,University of Birmingham,https://ror.org/01ej9dk98,University institute,"Chinese interests, funding, research, academic engagement",University + external engagement support,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,,,,,,,,,University of Birmingham China hub.,GB,University of Birmingham,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Birmingham,University of Birmingham,,,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute/china-engaged-staff,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,,,2019,19,19,0,0,1.0,0.0,0.0,1,2,0,1,0,1,0,0,0,2,0,2,1,2,6,1,0.0526,0.1053,0.0,0.0526,0.0,0.0526,0.0,0.0,0.0,0.1053,0.0,0.1053,0.0526,0.1053,0.3158,0.0526,1,0.0526,
china_institute_birmingham,China Institute,United Kingdom,Europe,University of Birmingham,https://ror.org/01ej9dk98,University institute,"Chinese interests, funding, research, academic engagement",University + external engagement support,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,,,,,,,,,University of Birmingham China hub.,GB,University of Birmingham,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Birmingham,University of Birmingham,,,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute/china-engaged-staff,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,,,2020,26,26,0,0,1.0,0.0,0.0,0,2,6,2,0,1,0,0,0,4,0,0,1,1,9,0,0.0,0.0769,0.2308,0.0769,0.0,0.0385,0.0,0.0,0.0,0.1538,0.0,0.0,0.0385,0.0385,0.3462,0.0,0,0.0,
china_institute_birmingham,China Institute,United Kingdom,Europe,University of Birmingham,https://ror.org/01ej9dk98,University institute,"Chinese interests, funding, research, academic engagement",University + external engagement support,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,,,,,,,,,University of Birmingham China hub.,GB,University of Birmingham,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Birmingham,University of Birmingham,,,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute/china-engaged-staff,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,,,2021,16,16,0,0,1.0,0.0,0.0,1,0,1,3,0,0,0,0,0,5,0,0,1,0,5,0,0.0625,0.0,0.0625,0.1875,0.0,0.0,0.0,0.0,0.0,0.3125,0.0,0.0,0.0625,0.0,0.3125,0.0,0,0.0,
china_institute_birmingham,China Institute,United Kingdom,Europe,University of Birmingham,https://ror.org/01ej9dk98,University institute,"Chinese interests, funding, research, academic engagement",University + external engagement support,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,,,,,,,,,University of Birmingham China hub.,GB,University of Birmingham,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Birmingham,University of Birmingham,,,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute/china-engaged-staff,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,,,2022,15,15,0,0,1.0,0.0,0.0,0,1,2,1,0,1,0,0,0,3,0,0,1,0,6,0,0.0,0.0667,0.1333,0.0667,0.0,0.0667,0.0,0.0,0.0,0.2,0.0,0.0,0.0667,0.0,0.4,0.0,0,0.0,
china_institute_birmingham,China Institute,United Kingdom,Europe,University of Birmingham,https://ror.org/01ej9dk98,University institute,"Chinese interests, funding, research, academic engagement",University + external engagement support,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,,,,,,,,,University of Birmingham China hub.,GB,University of Birmingham,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Birmingham,University of Birmingham,,,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute/china-engaged-staff,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,,,2023,13,13,0,0,1.0,0.0,0.0,0,2,1,3,0,1,0,0,0,1,0,0,0,0,5,0,0.0,0.1538,0.0769,0.2308,0.0,0.0769,0.0,0.0,0.0,0.0769,0.0,0.0,0.0,0.0,0.3846,0.0,1,0.0769,
china_institute_birmingham,China Institute,United Kingdom,Europe,University of Birmingham,https://ror.org/01ej9dk98,University institute,"Chinese interests, funding, research, academic engagement",University + external engagement support,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,,,,,,,,,University of Birmingham China hub.,GB,University of Birmingham,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Birmingham,University of Birmingham,,,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute/china-engaged-staff,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,,,2024,16,16,0,0,1.0,0.0,0.0,0,2,2,0,0,0,0,0,0,3,0,0,0,0,8,1,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.5,0.0625,1,0.0625,
china_institute_birmingham,China Institute,United Kingdom,Europe,University of Birmingham,https://ror.org/01ej9dk98,University institute,"Chinese interests, funding, research, academic engagement",University + external engagement support,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,,,,,,,,,University of Birmingham China hub.,GB,University of Birmingham,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Birmingham,University of Birmingham,,,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute/china-engaged-staff,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,,,2025,13,13,0,0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,8,0,0.0,0.0,0.0,0.0769,0.0,0.0,0.0,0.0,0.0,0.2308,0.0,0.0,0.0769,0.0,0.6154,0.0,0,0.0,
china_institute_birmingham,China Institute,United Kingdom,Europe,University of Birmingham,https://ror.org/01ej9dk98,University institute,"Chinese interests, funding, research, academic engagement",University + external engagement support,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,,,,,,,,,University of Birmingham China hub.,GB,University of Birmingham,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Birmingham,University of Birmingham,,,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute/china-engaged-staff,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,,,2026,4,4,0,0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,
china_institute_chulalongkorn,China Institute,Thailand,Asia,Chulalongkorn University,,University institute,China studies and Thailand-China relations,,https://www.arts.chula.ac.th/china/,https://www.arts.chula.ac.th/china/,,,,,,,,,China studies unit at Chulalongkorn.,TH,Chulalongkorn University,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chulalongkorn University,Chulalongkorn University,,,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute/china-engaged-staff,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,,,2000,8,8,0,0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.875,0.0,0,0.0,
china_institute_chulalongkorn,China Institute,Thailand,Asia,Chulalongkorn University,,University institute,China studies and Thailand-China relations,,https://www.arts.chula.ac.th/china/,https://www.arts.chula.ac.th/china/,,,,,,,,,China studies unit at Chulalongkorn.,TH,Chulalongkorn University,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chulalongkorn University,Chulalongkorn University,,,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute/china-engaged-staff,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,,,2001,8,8,0,0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.125,0.0,0.0,0.5,0.0,0,0.0,
china_institute_chulalongkorn,China Institute,Thailand,Asia,Chulalongkorn University,,University institute,China studies and Thailand-China relations,,https://www.arts.chula.ac.th/china/,https://www.arts.chula.ac.th/china/,,,,,,,,,China studies unit at Chulalongkorn.,TH,Chulalongkorn University,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chulalongkorn University,Chulalongkorn University,,,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute/china-engaged-staff,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,,,2002,7,7,0,0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,2,0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4286,0.0,0.1429,0.0,0.0,0.2857,0.0,0,0.0,
china_institute_chulalongkorn,China Institute,Thailand,Asia,Chulalongkorn University,,University institute,China studies and Thailand-China relations,,https://www.arts.chula.ac.th/china/,https://www.arts.chula.ac.th/china/,,,,,,,,,China studies unit at Chulalongkorn.,TH,Chulalongkorn University,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chulalongkorn University,Chulalongkorn University,,,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute/china-engaged-staff,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,,,2003,7,7,0,0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.7143,0.1429,1,0.1429,
china_institute_chulalongkorn,China Institute,Thailand,Asia,Chulalongkorn University,,University institute,China studies and Thailand-China relations,,https://www.arts.chula.ac.th/china/,https://www.arts.chula.ac.th/china/,,,,,,,,,China studies unit at Chulalongkorn.,TH,Chulalongkorn University,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chulalongkorn University,Chulalongkorn University,,,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute/china-engaged-staff,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,,,2004,19,19,0,0,1.0,0.0,0.0,0,1,0,1,0,0,0,0,0,2,1,0,1,1,12,0,0.0,0.0526,0.0,0.0526,0.0,0.0,0.0,0.0,0.0,0.1053,0.0526,0.0,0.0526,0.0526,0.6316,0.0,0,0.0,
china_institute_chulalongkorn,China Institute,Thailand,Asia,Chulalongkorn University,,University institute,China studies and Thailand-China relations,,https://www.arts.chula.ac.th/china/,https://www.arts.chula.ac.th/china/,,,,,,,,,China studies unit at Chulalongkorn.,TH,Chulalongkorn University,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chulalongkorn University,Chulalongkorn University,,,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute/china-engaged-staff,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,,,2005,15,15,0,0,1.0,0.0,0.0,0,1,0,2,1,2,0,0,0,1,1,0,0,1,6,0,0.0,0.0667,0.0,0.1333,0.0667,0.1333,0.0,0.0,0.0,0.0667,0.0667,0.0,0.0,0.0667,0.4,0.0,0,0.0,
china_institute_chulalongkorn,China Institute,Thailand,Asia,Chulalongkorn University,,University institute,China studies and Thailand-China relations,,https://www.arts.chula.ac.th/china/,https://www.arts.chula.ac.th/china/,,,,,,,,,China studies unit at Chulalongkorn.,TH,Chulalongkorn University,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chulalongkorn University,Chulalongkorn University,,,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute/china-engaged-staff,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,,,2006,25,25,0,0,1.0,0.0,0.0,0,1,1,0,0,0,0,0,1,3,1,0,0,0,17,1,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.12,0.04,0.0,0.0,0.0,0.68,0.04,1,0.04,
china_institute_chulalongkorn,China Institute,Thailand,Asia,Chulalongkorn University,,University institute,China studies and Thailand-China relations,,https://www.arts.chula.ac.th/china/,https://www.arts.chula.ac.th/china/,,,,,,,,,China studies unit at Chulalongkorn.,TH,Chulalongkorn University,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chulalongkorn University,Chulalongkorn University,,,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute/china-engaged-staff,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,,,2007,28,28,0,0,1.0,0.0,0.0,1,3,1,3,0,0,0,0,0,0,0,1,0,0,18,1,0.0357,0.1071,0.0357,0.1071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0357,0.0,0.0,0.6429,0.0357,1,0.0357,
china_institute_chulalongkorn,China Institute,Thailand,Asia,Chulalongkorn University,,University institute,China studies and Thailand-China relations,,https://www.arts.chula.ac.th/china/,https://www.arts.chula.ac.th/china/,,,,,,,,,China studies unit at Chulalongkorn.,TH,Chulalongkorn University,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chulalongkorn University,Chulalongkorn University,,,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute/china-engaged-staff,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,,,2008,31,31,0,0,1.0,0.0,0.0,0,0,0,3,0,0,0,0,1,3,0,1,1,1,19,2,0.0,0.0,0.0,0.0968,0.0,0.0,0.0,0.0,0.0323,0.0968,0.0,0.0323,0.0323,0.0323,0.6129,0.0645,3,0.0968,
