institute_id,institute_name,theory_typology,theory_typology_confidence,theory_typology_borderline,low_volume_flag,security_signal,economic_signal,dominant_domain,overall_rival_share,overall_collaborator_share,overall_neutral_share,overall_oriented_share,overall_rival_among_oriented,overall_collaborator_among_oriented,security_strategy_rival_share,security_strategy_collaborator_share,economy_trade_collaborator_share,science_technology_collaborator_share,governance_law_rival_share,society_culture_collaborator_share,is_security_hawk,is_economic_or_sti_pragmatist,is_selective_engager,is_dual_track_institute,is_broad_neutral_analyst,region,country,organization_type,institute_type_category,parent_institution,funding_source_if_available,china_focus_area,publication_indexed_share,china_coauthorship_share,policy_output_share,confucius_institute_present,confucius_institute_closed,ci_closure_year,china_funding_present,china_funding_type,china_university_partner,joint_chinese_center,china_agenda_dependence,director_name,director_start_year,director_end_year,director_background_type,director_security_policy_background,director_china_academic_background,director_prior_affiliation_china,director_change_year,director_change_post_ci_closure,year_established,region_collapsed,region_europe,region_asia_pacific,region_latin_america,policy_think_tank,program_or_network,university_embedded,funding_disclosed,philanthropic_funding,government_funding,year_established_unknown,founded_since_2010,year_established_centered
china_studies_institute_yonsei,China Studies Institute,low_volume_unassigned,0.0,True,True,0.0,0.0,society_culture,0.0,0.300165,0.699835,0.300165,0.0,1.0,0.0,0.42604,0.0,0.0,0.0,0.154924,0,0,0,0,0,Asia,South Korea,University institute,academic center / institute,Yonsei University,,China studies,,,,,,,,,,,,,,,,,,,,,,Asia-Pacific,0,1,0,0,0,1,0,0,0,1,0,0.0
china_studies_institute_aascu,China Studies Institute,low_volume_unassigned,0.0,True,True,0.0,0.0,society_culture,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,North America / Asia,United States / China,Professional development institute,academic center / institute,American Association of State Colleges and Universities,,"China studies curriculum, faculty development",,,,,,,,,,,,,,,,,,,,,,Asia-Pacific,0,1,0,0,0,0,0,0,0,1,0,0.0
china_studies_institute,China Studies Institute,security_hawks,0.126516,False,False,0.01542,0.0,security_strategy,0.01542,0.053147,0.931433,0.068567,0.22489,0.77511,0.308404,0.888646,0.0,0.0,0.0,0.154924,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mixed/Other,0,0,0,0,0,0,0,0,0,1,0,0.0
china_studies_program_chulalongkorn,China Studies Program,low_volume_unassigned,0.0,True,True,0.0,0.0,society_culture,0.045554,0.248631,0.705815,0.294185,0.154848,0.845152,0.289215,0.343868,0.022247,0.5614159999999999,0.0,0.812884,0,0,0,0,0,Asia,Thailand,University program,program / project,Chulalongkorn University,,China studies,,,,,,,,,,,,,,,,,,,,,,Asia-Pacific,0,1,0,0,1,1,0,0,0,1,0,0.0
china_studies_program_washington,China Studies Program,low_volume_unassigned,0.0,True,True,0.0,0.0,society_culture,0.028989,0.15822,0.812792,0.187209,0.154848,0.845152,0.289215,0.343868,0.022247,0.5614159999999999,0.0,0.812884,0,0,0,0,0,North America,United States,University program,program / project,University of Washington,,China studies,,,,,,,,,,,,,,,,,,,,,,North America,0,0,0,0,1,1,0,0,0,1,0,0.0
china_programme_twai,China programme,low_volume_unassigned,0.0,True,True,0.0,0.0,science_technology,0.0,0.120139,0.879861,0.120139,0.0,1.0,0.0,0.081306,0.394749,0.583885,0.0,0.064641,0,0,0,0,0,Europe,Italy,Think tank programme,policy / think tank,Torino World Affairs Institute,,China policy,,,,,,,,,,,,,,,,,,,,,,Europe,1,0,0,1,0,0,0,0,0,1,0,0.0
china_programme_ifri,China programme,low_volume_unassigned,0.0,True,True,0.0,0.0,science_technology,0.0,0.120139,0.879861,0.120139,0.0,1.0,0.0,0.081306,0.394749,0.583885,0.0,0.064641,0,0,0,0,0,Europe,France,Think tank programme,policy / think tank,French Institute of International Relations (Ifri),,China policy and strategy,,,,,,,,,,,,,,,,,,,,,,Europe,1,0,0,1,0,0,0,0,0,1,0,0.0
china_programme,China programme,security_hawks,0.250758,False,False,0.034115,0.014141,security_strategy,0.053841,0.073163,0.872996,0.127004,0.423932,0.576068,0.955207,1.124022,0.551175,0.102896,0.089738,0.051677,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mixed/Other,0,0,0,0,0,0,0,0,0,1,0,0.0
china_programs,China programs,economic_or_sti_pragmatists,0.075758,True,False,0.012141,0.039604,economy_trade,0.030922,0.07101,0.898068,0.101932,0.303359,0.696641,0.388524,0.594778,0.84888,0.144676,0.057915,0.0,0,1,0,0,0,Europe,France,Research programme,program / project,Sciences Po,,China politics and international relations,,,,,,,,,,,,,,,,,,,,,,Europe,1,0,0,0,1,0,0,0,0,1,0,0.0
chinese_studies_program,Chinese Studies Program,security_hawks,0.047728,True,False,0.024368,0.002068,society_culture,0.035552,0.033334,0.931114,0.068886,0.516099,0.483901,1.803226,0.069735,0.084757,0.222625,0.517537,1.468221,1,0,0,0,0,North America,Canada,University program,program / project,University of Toronto,,Chinese studies,,,,,,,,,,,,,,,,,,,,,,North America,0,0,0,0,1,1,0,0,0,1,0,0.0
contemporary_china_studies_programme_ccsp,Contemporary China Studies Programme (CCSP),selective_engagers,0.0,True,False,0.00067,0.031902,society_culture,0.014635,0.044013,0.941352,0.058648,0.24954,0.75046,0.053563,0.228512,0.511379,1.718535,0.374942,0.157306,0,0,1,0,0,Europe,United Kingdom,University academic programme,program / project,University of Oxford,,Contemporary China across social sciences,,,,,,,,,,,,,,,,,,,,,2003.0,Europe,1,0,0,0,1,1,0,0,0,0,0,-7.5
cornell_china_center,Cornell China Center,broad_neutral_analysts,0.22197,False,False,0.003737,0.011862,society_culture,0.014069,0.035121,0.95081,0.04919,0.286013,0.713987,0.0896849999999999,0.193962,0.065175,0.283574,0.002547,0.149877,0,0,0,0,1,North America / Asia,United States / China,University China center,academic center / institute,Cornell University,,"Research, teaching, and academic exchange with China",,,,,,,,,,,,,,,,,,,,,2018.0,Asia-Pacific,0,1,0,0,0,1,0,0,0,0,1,7.5
durham_china_centre,Durham China Centre,broad_neutral_analysts,0.316667,False,False,0.000828,0.010054,economy_trade,0.017935,0.030598,0.951466,0.048533,0.369542,0.630458,0.115073,0.7861210000000001,0.228344,1.706799,0.391952,0.526433,0,0,0,0,1,Europe,United Kingdom,University center,academic center / institute,Durham University,,China studies,,,,,,,,,,,,,,,,,,,,,2015.0,Europe,1,0,0,0,0,1,0,0,0,0,1,4.5
east_asian_institute,East Asian Institute,economic_or_sti_pragmatists,0.134091,False,False,0.006098,0.0419,economy_trade,0.007942,0.089601,0.902457,0.097543,0.081421,0.918579,0.902457,4.563204,5.084575,1.355406,0.0,1.495624,0,1,0,0,0,Asia,Singapore,Research institute,academic center / institute,National University of Singapore,,"East Asia and China politics, economy, society",,,,,,,,,,,,,,,,,,,,,1997.0,Asia-Pacific,0,1,0,0,0,1,0,0,0,0,0,-13.5
east_asian_studies_center,East Asian Studies Center,broad_neutral_analysts,0.246969,False,False,0.001535,0.005869,society_culture,0.010949,0.01857,0.970481,0.029519,0.370914,0.629086,0.136574,0.6899500000000001,0.60926,0.108255,0.003484,0.2318879999999999,0,0,0,0,1,North America,United States,University center,academic center / institute,Indiana University Bloomington,,East Asian studies incl. China,,,,,,,,,,,,,,,,,,,,,,North America,0,0,0,0,0,1,0,0,0,1,0,0.0
european_think_tank_network_on_china_etnc,European Think-tank Network on China (ETNC),selective_engagers,0.042424,True,False,0.014301,0.037059,security_strategy,0.040122,0.095386,0.864492,0.135508,0.296086,0.703914,0.3575199999999999,0.7311960000000001,1.16864,0.151668,0.035334,0.029813,0,0,1,0,0,Europe,Europe,Research network,network,Network coordinated by member think tanks,,European China policy analysis network,,,,,,,,,,,,,,,,,,,,,2014.0,Europe,1,0,0,0,1,0,0,0,0,0,1,3.5
fairbank_center_for_chinese_studies,Fairbank Center for Chinese Studies,security_hawks,0.158333,False,False,0.020644,0.011493,security_strategy,0.024534,0.073304,0.902163,0.097838,0.250761,0.749239,1.816661,4.094373,0.849426,0.215179,0.059446,1.218082,1,0,0,0,0,North America,United States,University research center,academic center / institute,Harvard University,,"Chinese studies, history, politics, society",,,,,,,,,,,,,,,,,,,,,1955.0,North America,0,0,0,0,0,1,0,0,0,0,0,-55.5
freeman_chair_in_china_studies,Freeman Chair in China Studies,security_hawks,0.256061,False,False,0.017285,0.004727,security_strategy,0.046403,0.082969,0.870628,0.129372,0.358679,0.641321,0.881529,3.285299,0.435911,0.138508,0.3705299999999999,0.234595,1,0,0,0,0,North America,United States,Think tank program,policy / think tank,Center for Strategic and International Studies,,"China strategy, security, and policy",,,,,,,,,,,,,,,,,,,,,1983.0,North America,0,0,0,1,0,0,0,0,0,0,0,-27.5
georgetown_initiative_for_u_s_china_dialogue_on_global_issues,Georgetown Initiative for U.S.-China Dialogue on Global Issues,security_hawks,0.007576,True,False,0.025771,0.0,security_strategy,0.042079,0.0,0.957921,0.042079,1.0,0.0,0.721598,0.0,0.0,0.0,0.076569,0.0,1,0,0,0,0,North America,United States,University dialogue platform / policy program,policy / think tank,Georgetown University,,"US-China dialogue, global issues, exchange",,,,,,,,,,,,,,,,,,,,,2019.0,North America,0,0,0,1,0,1,0,0,0,0,1,8.5
global_china_center,Global China Center,low_volume_unassigned,0.0,True,True,0.0,0.0,economy_trade,0.0,0.114468,0.885532,0.114468,0.0,1.0,0.0,0.951897,0.602043,0.037381,0.0,0.187329,0,0,0,0,0,Asia,Hong Kong,University research center,academic center / institute,Hong Kong University of Science and Technology,,"Global China studies, China's global impact and integration",,,,,,,,,,,,,,,,,,,,,2024.0,Asia-Pacific,0,1,0,0,0,1,0,0,0,0,1,13.5
hoover_china_s_global_sharp_power_project,Hoover China's Global Sharp Power Project,security_hawks,0.337121,False,False,0.089443,0.016615,security_strategy,0.149623,0.083874,0.766503,0.233497,0.640792,0.359208,3.577697,1.802784,0.491416,0.709227,0.90398,0.0618439999999999,1,0,0,0,0,North America,United States,Research project,program / project,"Hoover Institution, Stanford University",,Chinese influence and sharp power,,,,,,,,,,,,,,,,,,,,,2017.0,North America,0,0,0,0,1,1,0,0,0,0,1,6.5
hopkins_nanjing_center,Hopkins-Nanjing Center,selective_engagers,0.0,True,False,0.014741,0.075862,economy_trade,0.034855,0.148413,0.816732,0.183268,0.190186,0.809814,0.913955,2.818743,5.182188,0.211183,0.118355,0.467479,0,0,1,0,0,Asia / North America,China / United States,Joint academic center,joint center,Johns Hopkins SAIS & Nanjing University,Joint universities + donors,"China studies, international studies, bilingual graduate education",,,,,,,,,,,,,,,,,,,,,1986.0,Asia-Pacific,0,1,0,0,1,1,1,0,0,0,0,-24.5
institute_for_china_america_studies,Institute for China-America Studies,economic_or_sti_pragmatists,0.066667,True,False,0.002272,0.033795,security_strategy,0.005387,0.113276,0.881338,0.118663,0.045397,0.954603,0.065883,2.077995,0.862613,0.014115,0.013365,0.048304,0,1,0,0,0,Asia / North America,Hong Kong / United States,Think tank,policy / think tank,Independent think tank,,"U.S.-China relations, strategic issues",,,,,,,,,,,,,,,,,,,,,2016.0,Asia-Pacific,0,1,0,1,0,0,0,0,0,0,1,5.5
institute_of_asian_research_china_programs,Institute of Asian Research (China programs),broad_neutral_analysts,0.202272,False,False,0.000254,0.012362,governance_law,0.003334,0.045833,0.950833,0.049167,0.06781,0.93219,0.0332859999999999,1.110796,1.263381,0.255689,0.043835,1.275567,0,0,0,0,1,North America,Canada,University research institute,academic center / institute,University of British Columbia,,Asia research including China,,,,,,,,,,,,,,,,,,,,,,North America,0,0,0,0,0,1,0,0,0,1,0,0.0
institute_of_chinese_studies,Institute of Chinese Studies,economic_or_sti_pragmatists,0.0,True,False,0.010575,0.043439,security_strategy,0.023197,0.170695,0.806108,0.193892,0.119639,0.880361,0.306681,2.364534,0.970503,0.3756119999999999,0.0,0.550874,0,1,0,0,0,Asia,India,Research institute,academic center / institute,Independent / Delhi-based research institute,,"China studies, domestic and international Chinese developments",,,,,,,,,,,,,,,,,,,,,1993.0,Asia-Pacific,0,1,0,0,0,0,0,0,0,0,0,-17.5
institute_of_international_relations_china_studies_stream,Institute of International Relations - China studies stream,broad_neutral_analysts,0.635606,False,False,0.0,0.0,governance_law,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,Asia,Taiwan,University institute,academic center / institute,National Chengchi University,,China and cross-Strait studies,,,,,,,,,,,,,,,,,,,,,,Asia-Pacific,0,1,0,0,0,1,0,0,0,1,0,0.0
john_l_thornton_china_center,John L. Thornton China Center,dual_track_institutes,0.0,True,False,0.033184,0.054694,economy_trade,0.051676,0.11973,0.828594,0.171406,0.301483,0.698517,3.782944,3.628252,7.341947,0.036816,0.413839,0.903066,0,0,0,1,0,North America,United States,Think tank center,policy / think tank,Brookings Institution,,"China policy, US-China relations, Chinese internal development",,,,,,,,,,,,,,,,,,,,,2006.0,North America,0,0,0,1,0,0,0,0,0,0,0,-4.5
kissinger_institute_on_china_and_the_united_states,Kissinger Institute on China and the United States,low_volume_unassigned,0.0,True,True,0.0,0.0,economy_trade,0.069171,0.206736,0.724093,0.275907,0.250704,0.749296,0.328159,0.744509,1.484531,0.022394,0.0,0.138779,0,0,0,0,0,North America,United States,Policy institute,policy / think tank,Wilson Center,,"US-China relations, diplomacy, policy",,,,,,,,,,,,,,,,,,,,,2011.0,North America,0,0,0,1,0,0,0,0,0,0,1,0.5
lau_china_institute,Lau China Institute,broad_neutral_analysts,0.168181,False,False,0.009454,0.019179,security_strategy,0.022707,0.046007,0.931286,0.068714,0.330457,0.669543,0.917067,1.362461,1.487972,0.287141,0.600082,0.389049,0,0,0,0,1,Europe,United Kingdom,University institute,academic center / institute,King's College London,Gift from Dr. Ming-Wai Lau / Lau family,"Contemporary China, global engagement, policy, society",,,,,,,,,,,,,,,,,,,,,2016.0,Europe,1,0,0,0,0,1,1,1,0,0,1,5.5
leiden_asia_centre,Leiden Asia Centre,selective_engagers,0.0,True,False,0.009611,0.027022,security_strategy,0.017995,0.077072,0.904933,0.095067,0.189288,0.810712,0.8073549999999999,1.172695,1.833042,0.53253,0.4967709999999999,0.949589,0,0,1,0,0,Europe,Netherlands,Research institute,academic center / institute,Leiden University-affiliated independent not-for-profit,,"Asia policy research including China, technology, geopolitics",,,,,,,,,,,,,,,,,,,,,2016.0,Europe,1,0,0,0,0,1,0,0,0,0,1,5.5
manchester_china_institute,Manchester China Institute,security_hawks,0.216667,False,False,0.022503,0.009518,society_culture,0.054309,0.029829,0.915862,0.084138,0.645475,0.354525,1.485226,0.414684,0.381974,0.697238,0.51804,0.370525,1,0,0,0,0,Europe,United Kingdom,University institute,academic center / institute,University of Manchester,,"China research, students, and social responsibility",,,,,,,,,,,,,,,,,,,,,2018.0,Europe,1,0,0,0,0,1,0,0,0,0,1,7.5
mercator_institute_for_china_studies_merics,Mercator Institute for China Studies (MERICS),selective_engagers,0.0,True,False,0.009749,0.035536,economy_trade,0.022088,0.066988,0.910924,0.089076,0.247968,0.752032,0.360716,0.709689,0.623012,0.134027,0.022979,0.018083,0,0,1,0,0,Europe,Germany,Think tank,policy / think tank,Independent think tank,Founded by Stiftung Mercator; project sponsors and members,"Chinese politics, economy, technology, EU-China relations",,,,,,,,,,,,,,,,,,,,,2013.0,Europe,1,0,0,1,0,0,1,0,0,0,1,2.5
needham_research_institute,Needham Research Institute,broad_neutral_analysts,0.305303,False,False,0.00101,0.004511,society_culture,0.00707,0.020665,0.972265,0.027735,0.254913,0.745087,0.069686,0.074393,0.230435,0.079426,0.0,1.039821,0,0,0,0,1,Europe,United Kingdom,Independent research institute / charity,academic center / institute,Independent / Cambridge-affiliated charity,Charity donations,"History of science, technology, and medicine in China and East Asia",,,,,,,,,,,,,,,,,,,,,1991.0,Europe,1,0,0,0,0,0,1,1,0,0,0,-19.5
new_zealand_contemporary_china_research_centre,New Zealand Contemporary China Research Centre,dual_track_institutes,0.0,True,False,0.030782,0.024014,security_strategy,0.050075,0.081192,0.868733,0.131267,0.381474,0.618526,3.693846,4.693487999999999,2.536105,1.371152,0.094433,0.752249,0,0,0,1,0,Oceania,New Zealand,Research centre,academic center / institute,Victoria University of Wellington,,"Contemporary China, New Zealand-China relations",,,,,,,,,,,,,,,,,,,,,2009.0,Asia-Pacific,0,1,0,0,0,1,0,0,0,0,0,-1.5
nordic_institute_of_asian_studies,Nordic Institute of Asian Studies,security_hawks,0.012121,True,False,0.015715,0.012823,governance_law,0.020869,0.054953,0.924178,0.075822,0.275237,0.724763,2.671525,3.33189,1.402763,0.282337,0.237599,1.263229,1,0,0,0,0,Europe,Denmark,Research institute,academic center / institute,University of Copenhagen,,Asian studies including China,,,,,,,,,,,,,,,,,,,,,1967.0,Europe,1,0,0,0,0,1,0,0,0,0,0,-43.5
